ID,Business,Year_Of_Commitment ,Guaranteed_Approved _Loan,Borrower_Name ,Low_Documentation_Loan,Demography,ChargedOff_Amount ,Count_Employees,Classification_Code ,Loan_Approved_Gross,Gross_Amount_Disbursed  ,Loan_Term,Code_Franchise,Name_Of_Bank,Revolving_Credit_Line,Target
3181,New,2008,Rs.1845056.0,Lincoln Park Physical Therapy,No,Urban,Rs.0.0,4,621340,Rs.3690112.0,Rs.3690112.0,126,0,Dhanlaxmi Bank Ltd.,No,0
3182,Existing,2005,Rs.4064000.0,"FRONTIER REALTY, INC.",No,Urban,Rs.8127593.600000001,3,531210,Rs.8128000.0,Rs.16337036.16,30,1,City Union Bank Ltd.,Yes,1
3183,Existing,1987,Rs.15235123.200000001,REVCO,No,Undefined,Rs.0.0,5,0,Rs.19043904.0,Rs.19043904.0,300,0,HDFC Bank Ltd,No,1
3184,Existing,2005,Rs.284480.0,DONE RIGHT-ON SITE DETAILING,No,Rural,Rs.0.0,3,811192,Rs.568960.0,Rs.568960.0,45,1,American Express Banking Corp.,0,0
3185,Existing,1995,Rs.5852160.0,LAWRENCE MOLDING CO,Yes,Undefined,Rs.0.0,17,0,Rs.6502400.0,Rs.6502400.0,90,1,Madhyanchal Gramin Bank,No,0
3186,New,1998,Rs.36332160.0,BEST WESTERN EL RANCHO MOTOR I,No,Undefined,Rs.0.0,4,721110,Rs.48442880.0,Rs.48442880.0,450,10465,Sumitomo Mitsui Banking Corporation,0,0
3187,New,2007,Rs.1016000.0,DONALD GENE BAKER DBA THE BAKE,No,Urban,Rs.1164254.72,1,541890,Rs.2032000.0,Rs.2032000.0,84,0,Subhadra Local Bank Ltd,No,1
3188,Existing,2003,Rs.41940480.0,FAMILY CARE ASSOCIATES PA,No,Urban,Rs.0.0,19,621111,Rs.41940480.0,Rs.41940480.0,360,1,J&K Grameen Bank,No,0
3189,Existing,2005,Rs.2438400.0,FANCY NAIL,No,Urban,Rs.0.0,6,812113,Rs.4876800.0,Rs.4876800.0,54,1,Au Small Finance Bank Ltd.,0,0
3190,New,2003,Rs.2032000.0,CELTIC CONSTRUCTION LLC,No,Rural,Rs.3979387.52,2,236115,Rs.4064000.0,Rs.17692136.32,9,1,HDFC Bank Ltd,T,1
3191,Existing,1987,Rs.16727424.0,ANTONIO'S MEXICAN RESTAURANT,No,Undefined,Rs.10111313.28,22,0,Rs.22758400.0,Rs.22303232.0,120,0,Bank of America,No,1
3192,Existing,1996,Rs.6502400.0,"TAKO GRILL    (S.K.O., INC.)",Yes,Undefined,Rs.0.0,14,0,Rs.8128000.0,Rs.8128000.0,130,1,CSB Bank Limited,No,0
3193,Existing,2008,Rs.3048000.0,TF SYSTEM THE VERTICAL ICF INC,No,Urban,Rs.0.0,10,238190,Rs.6096000.0,Rs.6096000.0,126,1,DCB Bank Ltd.,Yes,0
3194,New,2008,Rs.2418080.0,2Nd Chance Staffing Inc.,No,Urban,Rs.2136688.64,3,561320,Rs.2844800.0,Rs.2844800.0,70,0,Tamilnad Mercantile Bank Ltd.,No,1
3195,Existing,2007,Rs.2032000.0,"JAMAICA COTTAGE SHOP, INC",No,Urban,Rs.0.0,8,321992,Rs.4064000.0,Rs.4064000.0,90,0,City Union Bank Ltd.,Yes,0
3196,Existing,1999,Rs.25115520.0,DBA RICO INTERNATIONAL,No,Undefined,Rs.0.0,13,422330,Rs.25115520.0,Rs.25115520.0,360,1,Central Bank of India,No,0
3197,Existing,2011,Rs.4064000.0,"Beauregard Vineyards, LLC",No,Urban,Rs.0.0,4,445299,Rs.8128000.0,Rs.17453335.68,126,0,Citibank N.A.,Yes,0
3198,New,2009,Rs.1016000.0,"Big Nasty, LLC",No,Urban,Rs.0.0,3,722110,Rs.2032000.0,Rs.2032000.0,90,0,J.P. Morgan Chase Bank N.A.,No,0
3199,Existing,1995,Rs.3994099.2,HEAVY DUTY LEATHER CO.,Yes,Undefined,Rs.0.0,1,448320,Rs.4437888.0,Rs.4437888.0,270,1,Airtel Payments Bank Ltd,No,0
3200,Existing,2010,Rs.818489.6,R & C Stainless,No,Urban,Rs.0.0,11,331319,Rs.1636979.2,Rs.1636979.2,54,0,Axis Bank Ltd.,No,0
3201,Existing,1995,Rs.21067776.0,"TOWER AUTOMOTIVE, INC.",No,Undefined,Rs.0.0,5,811111,Rs.29260800.0,Rs.29260800.0,360,1,Airtel Payments Bank Ltd,No,0
3202,Existing,2010,Rs.1016000.0,"Deborah Lowe, L.L.C.",No,Urban,Rs.0.0,2,524210,Rs.2032000.0,Rs.2032000.0,36,0,Mashreq Bank PSC,No,0
3203,Existing,2005,Rs.1016000.0,RINNOVARE INC,No,Urban,Rs.0.0,4,236118,Rs.2032000.0,Rs.6801591.68,126,1,Karur Vysya Bank Ltd.,Yes,0
3204,Existing,1985,Rs.35844480.0,E.H. ROBERTS COMPANY,No,Undefined,Rs.0.0,25,0,Rs.35844480.0,Rs.35438080.0,450,0,Bandhan Bank Ltd.,No,0
3205,Existing,2002,Rs.21336000.0,GREENWALL PLUMBING & HEATING,No,Urban,Rs.0.0,6,421720,Rs.28448000.0,Rs.28448000.0,180,1,Sumitomo Mitsui Banking Corporation,0,0
3206,Existing,1996,Rs.5201920.0,LEE RD DEVELOPMENT LTD LIABILI,No,Undefined,Rs.0.0,3,0,Rs.6502400.0,Rs.6502400.0,180,1,Paytm Payments Bank Ltd,No,0
3207,Existing,2003,Rs.21214080.0,"ALAMO ANALYTICAL LABORATORIES,",No,Urban,Rs.0.0,9,541380,Rs.28285440.0,Rs.28285440.0,126,1,CSB Bank Limited,No,0
3208,Existing,2005,Rs.6908800.0,BID APPLE BAGELS,No,Urban,Rs.0.0,14,445291,Rs.8128000.0,Rs.8128000.0,180,10481,City Union Bank Ltd.,0,0
3209,Existing,2005,Rs.5181600.0,GARCIA'S MECHANIC SHOP,Yes,Urban,Rs.0.0,4,811121,Rs.6096000.0,Rs.6096000.0,126,1,IDBI Bank Limited,0,0
3210,Existing,2010,Rs.41842944.0,"PHYSICIANS IMMEDIATE CARE, INC",No,Urban,Rs.0.0,50,621111,Rs.46492160.0,Rs.46492160.0,180,0,CSB Bank Limited,No,0
3211,Existing,2010,Rs.21579840.0,"BD CLEANER , INC",No,Urban,Rs.14975758.72,1,812320,Rs.23977600.0,Rs.23977600.0,144,0,DCB Bank Ltd.,No,1
3212,Existing,2007,Rs.1016000.0,Littleton Tae Kwon Do USA,No,Urban,Rs.1956734.72,1,713990,Rs.2032000.0,Rs.6952040.96,58,0,Dhanlaxmi Bank Ltd.,Yes,1
3213,New,2002,Rs.11277600.0,LAZER X-TREME INC.,No,Urban,Rs.5641238.4,7,713990,Rs.15036800.0,Rs.15036800.0,34,1,First Abu Dhabi Bank PJSC,No,1
3214,New,1993,Rs.30860390.400000002,ODELL MCKENZIE FARM,No,Undefined,Rs.0.0,2,112320,Rs.36738560.0,Rs.36738560.0,270,1,Cooperatieve Rabobank U.A.,No,0
3215,Existing,2004,Rs.203200.0,BETA NURSING & MEDICAL EQUIPME,No,Urban,Rs.0.0,2,446199,Rs.406400.0,Rs.406400.0,126,1,ICICI Bank Ltd.,Yes,0
3216,Existing,1999,Rs.3693363.2,SPECIALIZED DIAGNOSTIC IMAGING,Yes,Urban,Rs.0.0,4,0,Rs.4616704.0,Rs.4616704.0,72,1,Dhanlaxmi Bank Ltd.,0,0
3217,Existing,2001,Rs.33893760.0,URBAN CLINIC,No,Urban,Rs.42063781.76,11,621111,Rs.45191680.0,Rs.45191680.0,378,1,ESAF Small Finance Bank Ltd.,0,1
3218,Existing,2005,Rs.812800.0,SMITTY'S PUB INC,No,Rural,Rs.0.0,4,722410,Rs.1625600.0,Rs.1625600.0,18,1,Federal Bank Ltd.,Yes,0
3219,New,1999,Rs.15240000.0,QUALITY FAMILY PHYSICIANS,No,Urban,Rs.0.0,4,0,Rs.20320000.0,Rs.20320000.0,144,1,Vidharbha Konkan Gramin Bank,No,0
3220,New,2004,Rs.2032000.0,QUEENS CHARLEY'S FOOD INC,No,Urban,Rs.0.0,1,722211,Rs.4064000.0,Rs.7111593.600000001,126,1,HDFC Bank Ltd,Yes,0
3221,Existing,1996,Rs.36576000.0,TRIPLE O FARM,No,Undefined,Rs.0.0,3,112320,Rs.48768000.0,Rs.48768000.0,270,1,Meghalaya Rural Bank,No,0
3222,Existing,2002,Rs.17617440.0,TOM'S JR BURGER'S #4,No,Urban,Rs.0.0,3,722211,Rs.23489920.0,Rs.23489920.0,450,1,Tamilnad Mercantile Bank Ltd.,0,0
3223,New,2008,Rs.10363200.0,"NICKANEDIT, INC.",No,Urban,Rs.11262725.76,5,311999,Rs.12192000.0,Rs.12192000.0,92,0,Karur Vysya Bank Ltd.,No,1
3224,New,2006,Rs.203200.0,"Mechanic For Hire, Inc.",No,Urban,Rs.0.0,3,811111,Rs.406400.0,Rs.406400.0,126,0,ICICI Bank Ltd.,Yes,0
3225,Existing,2010,Rs.812800.0,Despain Enterprises Inc.,No,Rural,Rs.0.0,18,722320,Rs.1625600.0,Rs.1625600.0,18,0,Standard Chartered Bank,Yes,0
3226,New,2007,Rs.6908800.0,VENUS II,No,Urban,Rs.0.0,22,722110,Rs.8128000.0,Rs.8128000.0,180,1,National Housing Bank,0,0
3227,Existing,1994,Rs.5181600.0,REEL DRAG LTD,No,Undefined,Rs.0.0,2,0,Rs.6096000.0,Rs.6096000.0,9,1,Jammu & Kashmir Bank Ltd.,No,0
3228,Existing,1992,Rs.17556480.0,"BAKER & BAKER, A PARTNERSHIP",No,Undefined,Rs.0.0,10,621210,Rs.17556480.0,Rs.17556480.0,360,1,ICICI Bank Ltd.,No,0
3229,Existing,1999,Rs.60935616.0,"H.W. METAL PRODUCTS, INC.",No,Urban,Rs.0.0,54,421510,Rs.124358400.0,Rs.124358400.0,140,1,Karur Vysya Bank Ltd.,No,0
3230,New,2006,Rs.812800.0,HRC Structures Company LLC,No,Urban,Rs.1541719.04,2,236116,Rs.1625600.0,Rs.6993981.44,54,0,ICICI Bank Ltd.,Yes,1
3231,Existing,2003,Rs.34808160.0,ELECTROSTATIC PAINTING SERVICE,No,Urban,Rs.0.0,9,332812,Rs.46410880.0,Rs.46410880.0,180,1,Bangiya Gramin Vikash Bank,No,0
3232,Existing,2006,Rs.3413760.0,"Feasterville Furniture Outlet,",No,Urban,Rs.6824512.64,7,442110,Rs.6827520.0,Rs.7193280.0,75,0,ICICI Bank Ltd.,T,1
3233,Existing,2001,Rs.4185920.0,ARTISAN ORTHOTIC PROSTHETIC,No,Urban,Rs.0.0,2,621498,Rs.8371840.0,Rs.5006848.0,126,1,Dhanlaxmi Bank Ltd.,0,0
3234,New,1991,Rs.3657600.0,"KENDALL P. TABOR, D.P.M.",No,Undefined,Rs.0.0,1,621391,Rs.4064000.0,Rs.4064000.0,126,1,IndusInd Bank Ltd,No,0
3235,Existing,1992,Rs.17382540.8,ALPHABETLAND AND CORAL DAY REA,No,Undefined,Rs.0.0,18,624410,Rs.30073600.0,Rs.30073600.0,362,1,IDFC FIRST Bank Limited,No,0
3236,New,2007,Rs.406400.0,Energy Enhancing Enterprises L,No,Urban,Rs.0.0,1,446191,Rs.812800.0,Rs.1589024.0,126,0,ICICI Bank Ltd.,Yes,0
3237,New,1995,Rs.1243584.0,EXOTIC AQUATICS,Yes,Undefined,Rs.0.0,1,0,Rs.1381760.0,Rs.1381760.0,98,1,Airtel Payments Bank Ltd,No,0
3238,Existing,2003,Rs.1016000.0,INDUSTRIAL LAUNDRY & MACHINERY,No,Urban,Rs.1942917.12,4,812332,Rs.2032000.0,Rs.2032000.0,84,1,Karur Vysya Bank Ltd.,Yes,1
3239,Existing,1999,Rs.34259520.0,STANLEY MUKLEWICZ AND LORRAINE,No,Undefined,Rs.0.0,9,541430,Rs.45679360.0,Rs.45679360.0,450,1,Jammu & Kashmir Bank Ltd.,0,0
3240,Existing,1997,Rs.40965120.0,NEW HORIZONS DAIRY,No,Undefined,Rs.0.0,4,0,Rs.40965120.0,Rs.40965120.0,360,1,Puduvai Bharathiar Grama Bank,No,0
3241,Existing,2009,Rs.9347200.0,"Rohr Properties, LLC",No,Rural,Rs.0.0,2,531120,Rs.18694400.0,Rs.18694400.0,270,0,Karnataka Bank Ltd.,No,0
3242,Existing,2006,Rs.4064000.0,"A.M. Water Transfer Printing,",No,Urban,Rs.8075168.0,3,321219,Rs.8128000.0,Rs.12029440.0,63,0,ICICI Bank Ltd.,No,1
3243,New,2004,Rs.812800.0,DONUT HEAVEN LLC,No,Urban,Rs.0.0,4,311812,Rs.1625600.0,Rs.1625600.0,54,1,Karnataka Bank Ltd.,Yes,0
3244,Existing,1997,Rs.8534400.0,ABF HEALTH SERVICES INC,No,Undefined,Rs.0.0,5,0,Rs.11379200.0,Rs.11379200.0,126,1,ICICI Bank Ltd.,No,0
3245,Existing,1992,Rs.1828800.0,FIESTA GARDENS,No,Undefined,Rs.0.0,20,0,Rs.2032000.0,Rs.2032000.0,90,1,Karur Vysya Bank Ltd.,No,0
3246,New,1995,Rs.3657600.0,"ALTAMONT TILE COMPANY, INC.",Yes,Undefined,Rs.0.0,9,0,Rs.4064000.0,Rs.4064000.0,90,1,Dhanlaxmi Bank Ltd.,No,0
3247,Existing,1998,Rs.29260800.0,WOODARD WELLNESS CENTER,No,Undefined,Rs.11241267.84,1,621310,Rs.39014400.0,Rs.39014400.0,298,1,Karur Vysya Bank Ltd.,No,1
3248,Existing,2011,Rs.932688.0,Strausser Poultry Farm,No,Rural,Rs.0.0,2,112320,Rs.1097280.0,Rs.1097280.0,18,0,National Bank for Agriculture and Rural Development,No,0
3249,Existing,1991,Rs.3657600.0,TEMCO,No,Undefined,Rs.0.0,3,421830,Rs.4064000.0,Rs.4064000.0,90,1,Sumitomo Mitsui Banking Corporation,No,0
3250,Existing,2007,Rs.2032000.0,United Jewelry Wholesale,No,Urban,Rs.4064000.0,1,448310,Rs.4064000.0,Rs.4064000.0,93,0,ICICI Bank Ltd.,No,1
3251,Existing,2000,Rs.15276576.0,ADRIANA'S FASHIONS,No,Urban,Rs.0.0,27,0,Rs.20368768.0,Rs.20368768.0,450,1,IDBI Bank Limited,0,0
3252,Existing,2001,Rs.4145280.0,ILLINI CONTRACTORS SUPPLY INC,No,Urban,Rs.0.0,5,421810,Rs.4876800.0,Rs.4876800.0,126,1,KEB Hana Bank,0,0
3253,New,1998,Rs.42834560.0,"HARMON, L.L.C.",No,Undefined,Rs.0.0,15,0,Rs.42834560.0,Rs.42834560.0,360,1,Jharkhand Rajya Gramin Bank,No,0
3254,New,1996,Rs.6400800.0,BRIDGER STEEL,No,Undefined,Rs.0.0,3,0,Rs.8534400.0,Rs.8534400.0,126,1,Kotak Mahindra Bank Ltd,No,0
3255,Existing,1997,Rs.11704320.0,"ALLSTATE DARTS & ACCESSORIES,",No,Undefined,Rs.0.0,11,451120,Rs.11704320.0,Rs.11704320.0,360,1,IndusInd Bank Ltd,No,0
3256,Existing,2005,Rs.2032000.0,Classic Renovations Constructi,No,Urban,Rs.0.0,1,236115,Rs.4064000.0,Rs.8117189.76,126,1,Jammu & Kashmir Bank Ltd.,Yes,0
3257,New,2004,Rs.4836160.0,FIRST PIONEER OF WESTERN WISCO,No,Urban,Rs.0.0,4,447110,Rs.5689600.0,Rs.3251200.0,126,1,Export-Import Bank of India,0,0
3258,Existing,2000,Rs.18897600.0,UNIVERSITY SUBWAY #1616,No,Urban,Rs.0.0,14,0,Rs.25196800.0,Rs.25196800.0,126,78760,Axis Bank Ltd.,0,0
3259,New,2005,Rs.406400.0,"The Ramos Transport, Inc.",No,Urban,Rs.0.0,4,492110,Rs.812800.0,Rs.1544320.0,126,1,ICICI Bank Ltd.,Yes,0
3260,Existing,2000,Rs.2032000.0,COMMONWEALTH FIREPLACE & GRILL,No,Urban,Rs.0.0,3,0,Rs.4064000.0,Rs.8128000.0,122,1,City Union Bank Ltd.,Yes,0
3261,Existing,2002,Rs.10485120.0,PREMIER CLEANER,No,Urban,Rs.0.0,6,812320,Rs.13980160.0,Rs.13980160.0,126,1,Dakshin Bihar Gramin Bank,0,0
3262,Existing,1990,Rs.12781280.0,NALLEY'S II,No,Undefined,Rs.0.0,2,0,Rs.15036800.0,Rs.15036800.0,270,1,ICICI Bank Ltd.,No,0
3263,New,2006,Rs.30480000.0,WHITNEY'S CREOLE CAFE & GRILL,No,Urban,Rs.0.0,1,722110,Rs.40640000.0,Rs.40640000.0,360,1,Aryavart Bank,0,0
3264,Existing,1994,Rs.20726400.0,SCHARPFS EMBROIDERY INC,No,Undefined,Rs.0.0,6,0,Rs.24384000.0,Rs.24384000.0,180,1,Karur Vysya Bank Ltd.,No,0
3265,Existing,2000,Rs.14996160.0,"4 X PRINTING, INC.",No,Urban,Rs.0.0,5,0,Rs.19994880.0,Rs.19994880.0,180,1,Dhanlaxmi Bank Ltd.,No,0
3266,Existing,2005,Rs.414528.0,PARSONS BEAUTY STOP,No,Urban,Rs.0.0,2,337127,Rs.487680.0,Rs.487680.0,126,1,Tamilnad Mercantile Bank Ltd.,0,0
3267,Existing,1994,Rs.8290560.0,ALPHAGRAPHICS #348,No,Undefined,Rs.0.0,11,0,Rs.9753600.0,Rs.9753600.0,90,3512,IDBI Bank Limited,No,0
3268,Existing,2007,Rs.1137920.0,LINE X OF YUBA SUTTER,No,Rural,Rs.1287068.8,2,441310,Rs.2275840.0,Rs.2275840.0,38,1,Dhanlaxmi Bank Ltd.,0,1
3269,New,2002,Rs.8636000.0,SUBWAY,No,Urban,Rs.0.0,1,722211,Rs.10160000.0,Rs.10160000.0,140,78760,Export-Import Bank of India,0,0
3270,Existing,1994,Rs.22758400.0,VALTEX INTERNATIONAL CORP.,No,Undefined,Rs.0.0,5,421990,Rs.32512000.0,Rs.32512000.0,450,1,IDBI Bank Limited,No,0
3271,Existing,1989,Rs.3657600.0,PERSONNE COMPLET,No,Undefined,Rs.0.0,14,0,Rs.4064000.0,Rs.4064000.0,180,1,Krung Thai Bank Public Co. Ltd. ,No,0
3272,New,1996,Rs.67137280.0,"BARRETT'S BREWPUB & EATERY, IN",No,Undefined,Rs.0.0,22,0,Rs.67137280.0,Rs.67137280.0,360,1,Jharkhand Rajya Gramin Bank,No,0
3273,Existing,2003,Rs.10160000.0,A KOREM CONSTRUCTION CORP,No,Urban,Rs.0.0,18,235930,Rs.20320000.0,Rs.20320000.0,18,1,City Union Bank Ltd.,Yes,0
3274,New,2007,Rs.2418080.0,"DK New Creation, LLC",No,Urban,Rs.2438237.44,1,448130,Rs.2844800.0,Rs.2844800.0,92,0,Tamilnad Mercantile Bank Ltd.,No,1
3275,Existing,1999,Rs.5201920.0,"IDEA FLIGHT, INC.",Yes,Undefined,Rs.0.0,4,0,Rs.6502400.0,Rs.6502400.0,126,1,Nagaland Rural Bank,0,0
3276,Existing,2007,Rs.406400.0,Purse Party,No,Urban,Rs.812800.0,1,453998,Rs.812800.0,Rs.1219200.0,94,0,ICICI Bank Ltd.,Yes,1
3277,New,1997,Rs.2796032.0,L.B. MANUFACTURING COMPANY,Yes,Undefined,Rs.0.0,2,0,Rs.3495040.0,Rs.3495040.0,90,1,HDFC Bank Ltd,No,0
3278,New,1993,Rs.1316736.0,WHOLE PLANET CORPORATION,No,Undefined,Rs.0.0,2,0,Rs.1463040.0,Rs.1463040.0,126,1,Nainital bank Ltd.,No,0
3279,New,2007,Rs.11033760.0,JOHN STONE AND JARON STONE DBA,No,Urban,Rs.6691701.12,32,238910,Rs.22067520.0,Rs.22067520.0,255,0,Dhanlaxmi Bank Ltd.,No,1
3280,Existing,2004,Rs.7737856.0,"VISIONS OF LIGHT, INC.",Yes,Urban,Rs.0.0,1,512199,Rs.9103360.0,Rs.9103360.0,126,1,Dhanlaxmi Bank Ltd.,0,0
3281,New,2008,Rs.2032000.0,GOOD FELLOWS BIKE REPAIRS LLC,No,Rural,Rs.0.0,2,811490,Rs.4064000.0,Rs.4064000.0,126,1,RBL Bank Ltd.,0,0
3282,Existing,1994,Rs.20933664.0,PO BOY FOOD STORE,No,Undefined,Rs.0.0,3,0,Rs.24627840.0,Rs.24627840.0,396,1,Credit Suisse A.G,No,0
3283,New,1998,Rs.4876800.0,SWEET VISIONS BAKERY & COFFEE,Yes,Undefined,Rs.3408476.8000000003,2,0,Rs.6096000.0,Rs.6096000.0,56,1,Karur Vysya Bank Ltd.,No,1
3284,New,2000,Rs.6278880.0,PANAMA BAY COFFEE COMPANY,No,Urban,Rs.0.0,1,0,Rs.8371840.0,Rs.8371840.0,180,1,Airtel Payments Bank Ltd,0,0
3285,Existing,2004,Rs.1219200.0,HORSE COLLAR TRANSPORT,No,Urban,Rs.0.0,2,484220,Rs.2438400.0,Rs.3889410.56,120,1,IDBI Bank Limited,Yes,0
3286,New,2006,Rs.1219200.0,Naturally Yours Co.,No,Rural,Rs.1568622.72,1,446191,Rs.2438400.0,Rs.6201582.72,63,0,ICICI Bank Ltd.,Yes,1
3287,Existing,2005,Rs.406400.0,"UP COUNTRY PHOTOGRAPHY, INC.",No,Urban,Rs.0.0,1,541921,Rs.812800.0,Rs.333248.0,126,1,City Union Bank Ltd.,No,0
3288,Existing,2007,Rs.1016000.0,"Global Carpets, Inc.",No,Urban,Rs.2015581.44,1,423220,Rs.2032000.0,Rs.6400800.0,99,0,Dhanlaxmi Bank Ltd.,Yes,1
3289,Existing,2004,Rs.27147520.0,CHIROPRACTIC COMPANY,No,Rural,Rs.0.0,6,621310,Rs.27147520.0,Rs.27147520.0,360,1,Puduvai Bharathiar Grama Bank,No,0
3290,New,1997,Rs.1950720.0,PIZZA PROS/PRESIDIO MART,No,Undefined,Rs.1140277.12,4,0,Rs.2438400.0,Rs.2438400.0,28,64975,South Indian Bank Ltd.,No,1
3291,Existing,1994,Rs.15696793.6,ONKEN FEEDLOTS,No,Undefined,Rs.0.0,2,112112,Rs.18466816.0,Rs.18466816.0,180,1,Tamilnad Mercantile Bank Ltd.,No,0
3292,New,2001,Rs.6217920.0,"COMPUTER CONCEPTS, INC.",Yes,Urban,Rs.4959786.88,5,443120,Rs.7315200.0,Rs.7315200.0,88,1,Punjab & Sind Bank,0,1
3293,Existing,2004,Rs.406400.0,NORMAN YACOPINO INC,No,Urban,Rs.781425.92,3,337122,Rs.812800.0,Rs.812800.0,50,1,ICICI Bank Ltd.,T,1
3294,Existing,2008,Rs.11135360.0,PROFESSIONAL FINE ART SERVICES,No,Urban,Rs.0.0,3,337215,Rs.11135360.0,Rs.11135360.0,360,1,ICICI Bank Ltd.,0,0
3295,Existing,2005,Rs.2032000.0,Maxant Manufacturing LLC,No,Rural,Rs.0.0,4,339993,Rs.4064000.0,Rs.4064000.0,126,1,Subhadra Local Bank Ltd,No,0
3296,Existing,1994,Rs.44866560.0,"CARDINAL LEASING,INC&C&R PLATI",No,Undefined,Rs.0.0,94,332813,Rs.56083200.0,Rs.41696640.0,135,1,Dhanlaxmi Bank Ltd.,No,0
3297,New,2004,Rs.26822400.0,JR'S FOOD MART,No,Urban,Rs.0.0,1,447110,Rs.35763200.0,Rs.35763200.0,450,1,Shinhan Bank,0,0
3298,Existing,2005,Rs.35600640.0,"CENTRO MART, INC.",No,Rural,Rs.0.0,225,445110,Rs.35600640.0,Rs.35600640.0,360,1,IDBI Bank Limited,0,0
3299,Existing,1998,Rs.406400.0,Tola Painting,No,Undefined,Rs.0.0,4,235210,Rs.812800.0,Rs.812800.0,40,1,ICICI Bank Ltd.,0,0
3300,Existing,1989,Rs.34544000.0,ERICKSON SUPPLY CO.,No,Undefined,Rs.0.0,14,0,Rs.40640000.0,Rs.40640000.0,126,0,ICICI Bank Ltd.,No,0
3301,Existing,2012,Rs.12192000.0,Joy Land Coin Laundry,No,Urban,Rs.0.0,3,812310,Rs.16256000.0,Rs.16256000.0,180,0,YES Bank Ltd.,No,0
3302,New,2003,Rs.20116800.0,NIRENSTEIN TUOTOLO KRALL & GON,No,Urban,Rs.0.0,4,541110,Rs.26822400.0,Rs.21760281.6,126,1,Dhanlaxmi Bank Ltd.,0,0
3303,New,1999,Rs.4042542.08,SKATING PALACE,No,Undefined,Rs.0.0,1,0,Rs.5053258.88,Rs.5053258.88,126,1,Small Industries Development Bank of India,No,0
3304,Existing,2011,Rs.1137920.0,"Builder's Flooring, Inc.",No,Rural,Rs.0.0,3,444190,Rs.2275840.0,Rs.2275840.0,72,0,IDBI Bank Limited,No,0
3305,Existing,2007,Rs.2032000.0,Cafe Europa LLC,No,Urban,Rs.3744569.6,0,722213,Rs.4064000.0,Rs.4064000.0,66,0,CSB Bank Limited,Yes,1
3306,Existing,1997,Rs.60958374.4,EUROSTONE INC.,No,Undefined,Rs.0.0,10,0,Rs.89408000.0,Rs.89408000.0,180,1,Bandhan Bank Ltd.,0,0
3307,New,2006,Rs.4490720.0,"BEERBOYZ, L.L.C.",No,Rural,Rs.0.0,4,722410,Rs.5283200.0,Rs.5283200.0,126,1,Coastal Local Area Bank Ltd,0,0
3308,New,1995,Rs.2377440.0,USA EXPRESS PLUS,Yes,Undefined,Rs.0.0,2,0,Rs.2641600.0,Rs.2641600.0,90,1,IDBI Bank Limited,No,0
3309,New,2007,Rs.203200.0,"Directed Financial Services, I",No,Urban,Rs.0.0,4,523930,Rs.406400.0,Rs.426720.0,126,0,ICICI Bank Ltd.,Yes,0
3310,New,2005,Rs.426720.0,KIM M BRANCH,No,Urban,Rs.461670.4,1,511130,Rs.853440.0,Rs.698601.6,9,1,City Union Bank Ltd.,No,1
3311,Existing,2004,Rs.2032000.0,CREDITAXI INC,No,Urban,Rs.4021734.4,4,561499,Rs.4064000.0,Rs.4021734.4,86,1,ICICI Bank Ltd.,T,1
3312,Existing,2003,Rs.1422400.0,EIGHT BROTHERS GROCERY CORP,No,Urban,Rs.2844800.0,2,445120,Rs.2844800.0,Rs.2844800.0,36,1,Saptagiri Grameena Bank,Yes,1
3313,Existing,2004,Rs.3454400.0,A PERFECT PRESENCE LLC,No,Urban,Rs.3444402.56,1,453220,Rs.6908800.0,Rs.6908800.0,27,1,Dhanlaxmi Bank Ltd.,0,1
3314,Existing,1988,Rs.7315200.0,MONMOUTH TOOL & MACHINE CO INC,No,Undefined,Rs.7737937.28,4,0,Rs.8128000.0,Rs.8128000.0,136,0,ICICI Bank Ltd.,No,1
3315,New,2009,Rs.31089600.0,"Pirone Duncan, LLC",No,Urban,Rs.0.0,11,561730,Rs.34544000.0,Rs.34544000.0,140,0,Indian Overseas Bank,No,0
3316,New,2009,Rs.548640.0,REBEKAH K SHAKER-KEKATI,No,Urban,Rs.597245.4400000001,1,323122,Rs.609600.0,Rs.609600.0,168,0,FINO Payments Bank Ltd,No,1
3317,Existing,2005,Rs.3108960.0,MIKE'S GLASS LLC,No,Urban,Rs.0.0,3,238150,Rs.3657600.0,Rs.3657600.0,90,1,Krishna Bhima Samruddhi LAB Ltd,0,0
3318,Existing,2000,Rs.10058400.0,"KATHY'S PIZZA SQUARE, INC.",No,Rural,Rs.0.0,8,236115,Rs.13411200.0,Rs.13411200.0,230,1,Subhadra Local Bank Ltd,No,0
3319,New,1995,Rs.17129760.0,"HANSON, DONALD J. & PAULA L.",No,Undefined,Rs.0.0,2,0,Rs.22839680.0,Rs.22839680.0,360,1,Equitas Small Finance Bank Ltd,No,0
3320,Existing,2000,Rs.9753600.0,WINGSTOP,No,Urban,Rs.0.0,4,722110,Rs.13004800.0,Rs.13004800.0,153,89769,Baroda Gujarat Gramin Bank,No,0
3321,New,2006,Rs.15648432.0,FIREHOUSE SUBS,No,Urban,Rs.16345733.120000001,58,722211,Rs.20864576.0,Rs.20864576.0,120,29912,Bank of Baroda,0,1
